0.18,1000.,79.99899489312995
0.18,1000.5,77.7440031068792
0.18,1001.,75.58520172879572
0.18,1001.5,73.54475370316155
0.18,1002.,71.64231831206882
0.18,1002.5,69.89531952383206
0.18,1003.,68.31921742973655
0.18,1003.5,66.92776291185145
0.18,1004.,65.73322037812194
0.18,1004.5,64.74654579960614
0.18,1005.,63.97751164701108
0.18,1005.5,63.434770748393674
0.18,1006.,63.12585355961851
0.18,1006.5,63.057094956850705
0.18,1007.,63.23348732389998
0.18,1007.5,63.65846032306057
0.18,1008.,64.33358898929818
0.18,1008.5,65.25823609636821
0.18,1009.,66.42913909500103
0.18,1009.5,67.83995756170214
0.18,1010.,69.48080263823874
0.18,1010.5,71.3377773260571
0.18,1011.,73.39256145708049
0.18,1011.5,75.62208279747415
0.18,1012.,77.99831675172359
0.18,1012.5,80.4882587036286
0.18,1013.,83.05411367884824
0.18,1013.5,85.65372781768286
0.18,1014.,88.24130095278595
0.18,1014.5,90.76836815745746
0.18,1015.,93.18504686019035
0.18,1015.5,95.44151373835174
0.18,1016.,97.48964401734993
0.18,1016.5,99.28473719118514
0.18,1017.,100.78722448820699
0.18,1017.5,101.96424423369476
0.18,1018.,102.79096929680358
0.18,1018.5,103.25158188190709
0.18,1019.,103.33981300077069
0.18,1019.5,103.05900048613704
0.18,1020.,102.42166342016522
0.18,1020.5,101.44863735392222
0.18,1021.,100.16785448123724
0.18,1021.5,98.61288223813898
0.18,1022.,96.82134483239965
0.18,1022.5,94.83335292271035
0.18,1023.,92.690045003377
0.18,1023.5,90.43231802993442
0.18,1024.,88.09979423593539
0.18,1024.5,85.73004487951178
0.18,1025.,83.35806094409288
0.18,1025.5,81.0159487017145
0.18,1026.,78.73281476198828
0.18,1026.5,76.53479980106393
0.18,1027.,74.44522289398452
0.18,1027.5,72.48479787176744
0.18,1028.,70.67189007855566
0.18,1028.5,69.02278432812192
0.18,1029.,67.55195301057717
0.18,1029.5,66.27228524077812
0.18,1030.,65.19528956711677
0.18,1030.5,64.3312404728219
0.18,1031.,63.68926894507444
0.18,1031.5,63.27738981335251
0.18,1032.,63.102459928360396
0.18,1032.5,63.1700639588255
0.18,1033.,63.48432751279713
0.18,1033.5,64.04765734534693
0.18,1034.,64.86041339403269
0.18,1034.5,65.92052083323033
0.18,1035.,67.22303521720663
0.18,1035.5,68.75967956237682
0.18,1036.,70.51837933295205
0.18,1036.5,72.48282678527585
0.18,1037.,74.63211171499515
0.18,1037.5,76.9404611635001
0.18,1038.,79.37713807703865
0.18,1038.5,81.90652261909453
0.18,1039.,84.48844239445319
0.18,1039.5,87.07875491157938
0.18,1040.,89.63020476256197
0.18,1040.5,92.09355791972375
0.18,1041.,94.41897232362176
0.18,1041.5,96.55756748866105
0.18,1042.,98.46311525121895
0.18,1042.5,100.09375806507933
0.18,1043.,101.41364710066622
0.18,1043.5,102.39438509977523
0.18,1044.,103.0161609030008
0.18,1044.5,103.26848512359786
0.18,1045.,103.15046239278422
0.18,1045.5,102.67057855562996
0.18,1046.,101.84602685784782
0.18,1046.5,100.70164031103931
0.18,1047.,99.26853040377772
0.18,1047.5,97.58255750385149
0.18,1048.,95.68274701106303
0.18,1048.5,93.60978326837301
0.18,1049.,91.40465469502408
0.18,1049.5,89.10751515203452
0.18,1050.,86.75679950259845
0.18,1050.5,84.38858604604462
0.18,1051.,82.03619676434214
0.18,1051.5,79.73000239452045
0.18,1052.,77.49739246442851
0.18,1052.5,75.36287373497136
0.18,1053.,73.34825551373987
0.18,1053.5,71.47288990830573
0.18,1054.,69.75393657667041
0.18,1054.5,68.20662841985714
0.18,1055.,66.84451952007728
0.18,1055.5,65.67969971471366
0.18,1056.,64.72296444637142
0.18,1056.5,63.983930947293935
0.18,1057.,63.47109302196612
0.18,1057.5,63.19181027327311
0.18,1058.,63.15222639512803
0.18,1058.5,63.357113610104996
0.18,1059.,63.80964739128948
0.18,1059.5,64.51110776840633
0.18,1060.,65.46051839598644
0.18,1060.5,66.65423328609229
0.18,1061.,68.08548534512165
0.18,1061.5,69.74392223713637
0.18,1062.,71.6151563219404
0.18,1062.5,73.68036471495492
0.18,1063.,75.91597945624233
0.18,1063.5,78.29351094803631
0.18,1064.,80.77954819295664
0.18,1064.5,83.33597610091569
0.18,1065.,85.92044216350348
0.18,1065.5,88.48709224881713
0.18,1066.,90.98757968707586
0.18,1066.5,93.37233142660277
0.18,1067.,95.59203159323638
0.18,1067.5,97.59925995236738
0.18,1068.,99.35020226538684
0.18,1068.5,100.80632858756806
0.18,1069.,101.93592714178006
0.18,1069.5,102.71538053136574
0.18,1070.,103.13007676007322
0.18,1070.5,103.17490535359524
0.18,1071.,102.85423617220683
0.18,1071.5,102.18145828603257
0.18,1072.,101.17808081136468
0.18,1072.5,99.87249461256047
0.18,1073.,98.29850466275191
0.18,1073.5,96.49377357054757
0.18,1074.,94.49827314673811
0.18,1074.5,92.35285697002274
0.18,1075.,90.0980326335493
0.18,1075.5,87.77296274258806
0.18,1076.,85.41472210805846
0.18,1076.5,83.05779730763183
0.18,1077.,80.73380202228931
0.18,1077.5,78.47138448457063
0.18,1078.,76.29626264130196
